airport_key,airport_ident,airport_name,departure_airport_code,airport_type,municipality,scheduled_service,region_code,country_code,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
8291,RCFN,Taitung Airport,TTT,medium_airport,Taitung City,yes,TW-TTT,TW,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8292,YNBR,Narrabri Airport,NAA,medium_airport,Narrabri,yes,AU-NSW,AU,Y,1,1,NDB Family,BOTH,MEDIUM
8293,WAJL,Lereh Airport,LHI,small_airport,Lereh-Papua Island,no,ID-PA,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8294,KPTB,Dinwiddie County Airport,PTB,small_airport,Petersburg,no,US-VA,US,Y,1,1,NDB Family,TERMINAL,LOW
8295,ARP,Aragip Airport,ARP,small_airport,Unknown,no,PG-MBA,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8296,CSR8,La Sarre Airport,SSQ,small_airport,La Sarre,no,CA-QC,CA,Y,1,1,NDB Family,LO,LOW
8297,UNKNOWN,Casement Airport,PVZ,Unknown,Unknown,unknown,UNKNOWN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8298,KTNX,Tonopah Test Range Airport,XSD,small_airport,Tonopah,no,US-NV,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8299,FZGV,Ikela Airport,IKL,small_airport,Ikela,no,CD-TU,CD,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8300,SSOG,Arapongas Airport,APX,small_airport,Arapongas,no,BR-PR,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8301,LTF,Leitre Airport,LTF,small_airport,Leitre,no,PG-SAN,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8302,EBLG,Liège Airport,LGG,medium_airport,Grâce-Hollogne,yes,BE-WLG,BE,Y,3,2-3,Mixed,TERMINAL,LOW
8303,ID-KOD,Kotabangun Airport,KOD,small_airport,Kotabangun-Borneo Island,no,ID-KI,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8304,LGIK,Ikaria Airport,JIK,small_airport,Ikaria Island,yes,GR-K,GR,Y,1,1,NDB Family,TERMINAL,LOW
8305,VYME,Myeik Airport,MGZ,medium_airport,Mkeik,yes,MM-05,MM,Y,1,1,NDB Family,BOTH,HIGH
8306,UNKNOWN,C J.H.L.(Joe) Lecomte) Heliport,YOY,Unknown,Unknown,unknown,UNKNOWN,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8307,S60,Kenmore Air Harbor LLC Seaplane Base,KEH,seaplane_base,Kenmore,yes,US-WA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8308,KLIT,Bill & Hillary Clinton National Airport/Adams Field,LIT,large_airport,Little Rock,yes,US-AR,US,Y,1,1,NDB Family,TERMINAL,MEDIUM
8309,WATL,Larantuka Gewayentana Airport,LKA,small_airport,Tiwatobi,yes,ID-NT,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8310,FZNA,Goma International Airport,GOM,large_airport,Goma,yes,CD-NK,CD,Y,2,2-3,Mixed,BOTH,HIGH
8311,YVRS,Vanrook Station Airport,VNR,small_airport,Unknown,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8312,HASM,Semera Airport,SZE,small_airport,Semera,yes,ET-AF,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8313,SWNA,Novo Aripuanã Airport,NVP,small_airport,Novo Aripuanã,no,BR-AM,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8314,ID-IUL,Ilu Airport,IUL,small_airport,Ilu,no,ID-PT,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8315,AYSV,Sauren Airport,SXW,small_airport,Sauren,no,PG-WBK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8316,HTDO,Dodoma Airport,DOD,medium_airport,Dodoma,yes,TZ-03,TZ,Y,1,1,NDB Family,HI,HIGH
8317,GLBU,Buchanan Airport,UCN,small_airport,Buchanan,no,LR-GB,LR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8318,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ,medium_airport,San Luis,yes,AR-D,AR,Y,1,1,Radio Nav,BOTH,HIGH
8319,FNUG,Uige Airport,UGO,medium_airport,Uige,no,AO-UIG,AO,Y,1,1,NDB Family,BOTH,MEDIUM
8320,UNKNOWN,Anuha Island Resort Airport,ANH,Unknown,Unknown,unknown,UNKNOWN,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8321,YLP,Mingan Airport,YLP,small_airport,Longue-Pointe-de-Mingan,no,CA-QC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8322,PACR,Circle City (New) Airport,IRC,small_airport,Circle,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8323,SPJE,Shumba Airport,JAE,medium_airport,Jaén,yes,PE-CAJ,PE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8324,IOP,Ioma Airport,IOP,small_airport,Ioma,no,PG-NPP,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8325,BYA,Boundary Airport,BYA,small_airport,Boundary,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8326,KEKX,Addington Field / Elizabethtown Regional Airport,EKX,small_airport,Elizabethtown,no,US-KY,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8327,RKSW,Suwon Airport,SWU,medium_airport,Suwon,no,KR-41,KR,Y,1,1,Radio Nav,BOTH,LOW
8328,YRTP,Rutland Plains Airport,RTP,small_airport,Yagoonya,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8329,UNKNOWN,Tauta Airport,TUT,Unknown,Unknown,unknown,UNKNOWN,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8330,UGTB,Tbilisi International Airport,TBS,large_airport,Tbilisi,yes,GE-TB,GE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8331,VRMV,Villa International Airport Maamigili,VAM,medium_airport,Maamigili,yes,MV-00,MV,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8332,HABE,Beica Airport,BEI,small_airport,Beica,no,ET-OR,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8333,URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,ASF,large_airport,Astrakhan,yes,RU-AST,RU,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
8334,WMSA,Sultan Abdul Aziz Shah International Airport,SZB,large_airport,Subang,yes,MY-10,MY,Y,5,4+,Mixed,TERMINAL,MEDIUM
8335,OASN,Sheghnan Airport,SGA,small_airport,Shiveh,no,AF-BDS,AF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8336,KRPX,Roundup Airport,RPX,small_airport,Roundup,no,US-MT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8337,LGKR,Corfu Ioannis Kapodistrias International Airport,CFU,large_airport,Kerkyra (Corfu),yes,GR-F,GR,Y,3,2-3,Mixed,TERMINAL,HIGH
8338,KBYG,Johnson County Airport,BYG,small_airport,Buffalo,no,US-WY,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8339,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,ATK,medium_airport,Atqasuk,yes,US-AK,US,Y,1,1,NDB Family,LO,MEDIUM
8340,CYMM,Fort McMurray International Airport,YMM,large_airport,Fort McMurray,yes,CA-AB,CA,Y,3,2-3,Mixed,BOTH,HIGH
8341,SANL,Capitan V A Almonacid Airport,IRJ,medium_airport,La Rioja,yes,AR-F,AR,Y,2,2-3,Mixed,BOTH,HIGH
8342,VVBM,Buon Ma Thuot Airport,BMV,medium_airport,Buon Ma Thuot,yes,VN-CH,VN,Y,2,2-3,Mixed,BOTH,HIGH
8343,FEGO,Ouanda Djallé Airport,ODJ,small_airport,Ouanda Djallé,no,CF-VR,CF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8344,KLWM,Lawrence Municipal Airport,LWM,medium_airport,Lawrence,no,US-MA,US,Y,1,1,NDB Family,TERMINAL,MEDIUM
8345,UNKNOWN,Algeciras Heliport,AEI,Unknown,Unknown,unknown,UNKNOWN,ES,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8346,BGSO,Saarloq Heliport,QOQ,heliport,Saarloq,yes,GL-KU,GL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8347,PAKK,Koyuk Alfred Adams Airport,KKA,small_airport,Koyuk,yes,US-AK,US,Y,1,1,NDB Family,LO,MEDIUM
8348,KANP,Lee Airport,ANP,small_airport,Annapolis,no,US-MD,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8349,UEEE,Platon Oyunsky Yakutsk International Airport,YKS,large_airport,Yakutsk,yes,RU-SA,RU,Y,3,2-3,NDB Family,BOTH,HIGH
8350,KE-6121,Musiara Airstrip,MDR,small_airport,Musiara,no,KE-700,KE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8351,ZJHK,Haikou Meilan International Airport,HAK,large_airport,Haikou (Meilan),yes,CN-46,CN,Y,2,2-3,Radio Nav,BOTH,HIGH
8352,SANW,Ceres Airport,CRR,small_airport,Ceres,no,AR-S,AR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8353,OYBI,Al-Bayda Airport,BYD,small_airport,Al-Bayda,no,YE-BA,YE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8354,XBB,Blubber Bay Seaplane Base,XBB,seaplane_base,Blubber Bay,no,CA-BC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8355,UAKK,Sary-Arka Airport,KGF,large_airport,Karaganda,yes,KZ-KAR,KZ,Y,3,2-3,Mixed,BOTH,HIGH
8356,CYDQ,Dawson Creek Airport,YDQ,medium_airport,Dawson Creek,no,CA-BC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8357,KCKA,Kegelman AF Aux Field,CKA,small_airport,Cherokee,no,US-OK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8358,ULDW,Varandey Airport,VRI,small_airport,Varandey,no,RU-NEN,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8359,KCCB,Upland-Cable Airport,CCB,small_airport,Upland,no,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8360,AYSH,Sabah Airport,SBV,small_airport,Sabah,no,PG-NSB,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8361,AYQO,Sopu Airport,SPH,small_airport,Sopu,no,PG-CPM,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8362,KPGR,Kirk Field,PGR,small_airport,Paragould,no,US-AR,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8363,IOK,Iokea Airport,IOK,small_airport,Iokea,no,PG-GPK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8364,DAUK,Touggourt Sidi Madhi Airport,TGR,medium_airport,Touggourt,yes,DZ-55,DZ,Y,1,1,Radio Nav,BOTH,MEDIUM
8365,KFFT,Capital City Airport,FFT,small_airport,Frankfort,no,US-KY,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8366,HAAX,Axum Airport,AXU,medium_airport,Axum,yes,ET-TI,ET,Y,1,1,NDB Family,BOTH,MEDIUM
8367,YESE,Elrose Airport,ERQ,small_airport,Elrose Mine,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8368,YCIN,RAAF Base Curtin,DCN,medium_airport,Derby,no,AU-WA,AU,Y,2,2-3,Mixed,BOTH,HIGH
8369,UNKNOWN,Robinson River Airport,RNR,Unknown,Unknown,unknown,UNKNOWN,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8370,EINN,Shannon Airport,SNN,large_airport,Shannon,yes,IE-CE,IE,Y,3,2-3,Mixed,BOTH,HIGH
8371,SKTL,Golfo de Morrosquillo Airport,TLU,small_airport,Santiago de Tolú,yes,CO-SUC,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8372,UNKNOWN,Mafra Airport,QMF,Unknown,Unknown,unknown,UNKNOWN,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8373,MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,IZT,medium_airport,Ixtepec,yes,MX-OAX,MX,Y,1,1,Radio Nav,BOTH,HIGH
8374,BR-2171,Leopoldina Airport,LEP,small_airport,Leopoldina,no,BR-MG,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8375,EDAC,Leipzig–Altenburg Airport,AOC,medium_airport,Nobitz,no,DE-TH,DE,Y,2,2-3,Mixed,TERMINAL,LOW
8376,HDAS,Ali-Sabieh Airport,AII,small_airport,Ali-Sabieh,no,DJ-AS,DJ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8377,OESL,As-Sulayyil Airport,SLF,small_airport,As-Sulayyil,no,SA-01,SA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8378,UNKNOWN,Padova Airport,QPA,Unknown,Unknown,unknown,UNKNOWN,IT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8379,DTTR,El Borma Airport,EBM,medium_airport,El Borma,no,TN-83,TN,Y,2,2-3,Mixed,BOTH,MEDIUM
8380,KLFI,Langley Air Force Base,LFI,medium_airport,Hampton,no,US-VA,US,Y,1,1,Radio Nav,BOTH,MEDIUM
8381,DGAA,Kotoka International Airport,ACC,large_airport,Accra,yes,GH-AA,GH,Y,2,2-3,Mixed,TERMINAL,HIGH
8382,YHML,Hamilton Airport,HLT,medium_airport,Unknown,no,AU-VIC,AU,Y,1,1,NDB Family,BOTH,LOW
8383,PADK,Adak Airport,ADK,medium_airport,Adak,yes,US-AK,US,Y,2,2-3,Mixed,BOTH,HIGH
8384,BGKT,Kitsissuarsuit Heliport,QJE,heliport,Kitsissuarsuit,yes,GL-QK,GL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8385,GY-DOE,Djumu-Djomoe Airport,DOE,small_airport,Djumu-Djomoe,no,SR-SI,SR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8386,CZJ,Corazón de Jesús Airport,CZJ,small_airport,Tupile,no,PA-GY,PA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8387,KBPK,Ozark Regional Airport,WMH,medium_airport,Mountain Home,no,US-AR,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8388,YERN,Ernabella Airport,ERB,small_airport,Unknown,no,AU-SA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8389,KWF,Waterfall Seaplane Base,KWF,seaplane_base,Waterfall,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8390,KHTH,Hawthorne Industrial Airport,HTH,small_airport,Hawthorne,no,US-NV,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8391,CYMX,Montreal Mirabel International Airport,YMX,large_airport,Montréal,yes,CA-QC,CA,Y,4,4+,Mixed,LO,HIGH
8392,NZNV,Invercargill Airport,IVC,medium_airport,Invercargill,yes,NZ-STL,NZ,Y,2,2-3,Mixed,BOTH,HIGH
8393,PAEI,Eielson Air Force Base,EIL,medium_airport,Fairbanks,no,US-AK,US,Y,1,1,Radio Nav,BOTH,HIGH
8394,SWCQ,Costa Marques Airport,CQS,small_airport,Costa Marques,no,BR-RO,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8395,KDFW,Dallas Fort Worth International Airport,DFW,large_airport,Dallas-Fort Worth,yes,US-TX,US,Y,1,1,NDB Family,TERMINAL,MEDIUM
8396,BIRL,Reykjahlíð Airport,MVA,small_airport,Myvatn,no,IS-6,IS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8397,VNDH,Dhangarhi Airport,DHI,small_airport,Dhangarhi,no,NP-P7,NP,Y,1,1,NDB Family,BOTH,LOW
8398,GOSP,Podor Airport,POD,small_airport,Podor,no,SN-SL,SN,Y,1,1,NDB Family,TERMINAL,MEDIUM
8399,UT25,Monument Valley Airport,GMV,small_airport,Oljato-Monument Valley,no,US-UT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8400,VIPK,Pathankot Airport,IXP,medium_airport,Pathankot,yes,IN-PB,IN,Y,1,1,NDB Family,BOTH,MEDIUM
8401,JLA,Quartz Creek Airport,JLA,small_airport,Cooper Landing,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8402,YJDA,Jundah Airport,JUN,small_airport,Jundah,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8403,OASH,Shank Air Base,OAA,small_airport,Baraki Barak,no,AF-LOW,AF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8404,OM-0001,Dibba Airport,BYB,small_airport,Dibba al Baya,no,OM-MU,OM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8405,K61B,Boulder City Municipal Airport,BLD,medium_airport,Boulder City,yes,US-NV,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8406,WAHP,Jenderal Besar Soedirman Airport,PWL,small_airport,Purwokerto-Java Island,no,ID-JT,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8407,USNN,Nizhnevartovsk Airport,NJC,large_airport,Nizhnevartovsk,yes,RU-KHM,RU,Y,3,2-3,Mixed,TERMINAL,HIGH
8408,SUMO,Cerro Largo International Airport,MLZ,small_airport,Melo,no,UY-CL,UY,Y,2,2-3,Mixed,BOTH,HIGH
8409,KMSO,Missoula Montana Airport,MSO,large_airport,Missoula,yes,US-MT,US,Y,2,2-3,Mixed,LO,MEDIUM
8410,UNKNOWN,Pomala Airport,PUM,Unknown,Unknown,unknown,UNKNOWN,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8411,KDYL,Doylestown Airport,DYL,small_airport,Doylestown,no,US-PA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8412,ZMHU,Khujirt Airport,HJT,small_airport,Khujirt,no,MN-055,MN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8413,CMZ,Caia Airport,CMZ,small_airport,Caia,no,MZ-S,MZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8414,UNKNOWN,Leirin Airport,VDB,Unknown,Unknown,unknown,UNKNOWN,NO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8415,UHBW,Tynda Airport,TYD,small_airport,Tynda,no,RU-AMU,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8416,PA-BFQ,Bahia Piña Airport,BFQ,small_airport,Puerto Piña,yes,PA-5,PA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8417,HLTD,Ghadames East Airport,LTD,medium_airport,Ghadames,no,LY-NL,LY,Y,2,2-3,Mixed,BOTH,HIGH
8418,KGPI,Glacier Park International Airport,FCA,large_airport,Kalispell,yes,US-MT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8419,RJSH,JMSDF Hachinohe Air Base / Hachinohe Airport,HHE,medium_airport,Hachinohe,no,JP-02,JP,Y,2,2-3,Mixed,BOTH,HIGH
8420,NLH,Ninglang Luguhu Airport,NLH,medium_airport,Ninglang,yes,CN-53,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8421,DFEB,Bogande Airport,XBG,small_airport,Bogande,no,BF-GNA,BF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8422,CYHU,Montréal / Saint-Hubert Metropolitan Airport,YHU,medium_airport,Montréal,yes,CA-QC,CA,Y,1,1,NDB Family,LO,LOW
8423,UWWW,Kurumoch International Airport,KUF,large_airport,Samara,yes,RU-SAM,RU,Y,4,4+,NDB Family,TERMINAL,MEDIUM
8424,UTFN,Namangan International Airport,NMA,large_airport,Namangan,yes,UZ-NG,UZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8425,LIDB,Belluno Arturo dell'Oro Airport,BLX,small_airport,Belluno (BL),no,IT-34,IT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8426,YMIP,Mitchell Plateau Airport,MIH,small_airport,Mitchell Plateau,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8427,VAID,Devi Ahilya Bai Holkar International Airport,IDR,large_airport,Indore,yes,IN-MP,IN,Y,2,2-3,Mixed,BOTH,HIGH
8428,PACM,Scammon Bay Airport,SCM,small_airport,Scammon Bay,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8429,ZULS,Lhasa Gonggar International Airport,LXA,large_airport,Shannan (Gonggar),yes,CN-54,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8430,UNKNOWN,Colon Airport,MRJ,Unknown,Unknown,unknown,UNKNOWN,HN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8431,MGGT,La Aurora International Airport,GUA,large_airport,Guatemala City,yes,GT-GU,GT,Y,2,2-3,Mixed,BOTH,HIGH
8432,UTSS,Samarkand International Airport,SKD,large_airport,Samarkand,yes,UZ-SA,UZ,Y,1,1,NDB Family,BOTH,MEDIUM
8433,HHAS,Asmara International Airport,ASM,large_airport,Asmara,yes,ER-SK,ER,Y,2,2-3,Mixed,BOTH,HIGH
8434,ESSB,Stockholm-Bromma Airport,BMA,medium_airport,Stockholm,yes,SE-AB,SE,Y,3,2-3,NDB Family,BOTH,LOW
8435,ZA-KIG,Koingnaas Airport,KIG,small_airport,Koingnaas,no,ZA-NC,ZA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8436,K21,Rouses Point Seaplane Base,RSX,seaplane_base,Rouses Point,no,US-NY,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8437,YLTN,Laverton Airport,LVO,small_airport,Laverton,yes,AU-WA,AU,Y,1,1,NDB Family,BOTH,LOW
8438,UKOH,Kherson International Airport,KHE,medium_airport,Kherson,yes,UA-65,UA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8439,NSFI,Fagali'i Airport,FGI,small_airport,Apia,no,WS-TU,WS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8440,ULWC,Cherepovets Airport,CEE,medium_airport,Cherepovets,yes,RU-VLG,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8441,MRAN,La Fortuna Arenal Airport,FON,medium_airport,La Fortuna,yes,CR-A,CR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8442,UNKNOWN,Wilgrove Air Park,QWG,Unknown,Unknown,unknown,UNKNOWN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8443,ESNS,Skellefteå Airport,SFT,medium_airport,Skellefteå,yes,SE-AC,SE,Y,1,1,Radio Nav,BOTH,HIGH
8444,SBPK,João Simões Lopes Neto International Airport,PET,medium_airport,Pelotas,yes,BR-RS,BR,Y,2,2-3,Mixed,BOTH,HIGH
8445,KDTN,Shreveport Downtown Airport,DTN,small_airport,Shreveport,no,US-LA,US,Y,1,1,Radio Nav,TERMINAL,LOW
8446,UTU,Ustupu Airport,UTU,small_airport,Ustupu,no,PA-GY,PA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8447,CYKF,Region of Waterloo International Airport,YKF,large_airport,Breslau,yes,CA-ON,CA,Y,2,2-3,Mixed,BOTH,HIGH
8448,PA-OTD,Raul Arias Espinoza Airport,OTD,small_airport,Contadora Island,yes,PA-8,PA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8449,NZKE,Waiheke Island Aerodrome,WIK,small_airport,Waiheke Island,no,NZ-AUK,NZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8450,NTGU,Arutua Airport,AXR,medium_airport,Unknown,yes,PF-U-A,PF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8451,EBBR,Brussels Airport,BRU,large_airport,Zaventem,yes,BE-VBR,BE,Y,5,4+,Mixed,TERMINAL,HIGH
8452,VYTL,Tachileik Airport,THL,medium_airport,Tachileik,yes,MM-17,MM,Y,1,1,NDB Family,BOTH,MEDIUM
8453,LIPB,Bolzano Airport,BZO,medium_airport,Bolzano (BZ),yes,IT-32,IT,Y,2,2-3,Mixed,BOTH,MEDIUM
8454,CN-0157,Morin Dawa Banner Airport,DWS,small_airport,Hulunbuir,no,CN-15,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8455,LGE,Mulan Airport,LGE,small_airport,Lake Gregory,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8456,SK-223,Macanal Airport,NAD,small_airport,Macanal,no,CO-GUA,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8457,UNKNOWN,General Manuel Serrano Airport,MCH,Unknown,Unknown,unknown,UNKNOWN,EC,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8458,K50I,Kentland Municipal Airport,KKT,small_airport,Kentland,no,US-IN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8459,KE38,Alpine Casparis Municipal Airport,ALE,small_airport,Alpine,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8460,SKSR,San Marcos Airport,SRS,small_airport,San Marcos,no,CO-SUC,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8461,YBMD,Bloomfield River Airport,BFC,small_airport,Unknown,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8462,UNKNOWN,Waca Airport,WAC,Unknown,Unknown,unknown,UNKNOWN,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8463,OINE,Kalaleh Airport,KLM,small_airport,Kalaleh,no,IR-27,IR,Y,1,1,NDB Family,BOTH,HIGH
8464,AGGF,Fera/Maringe Airport,FRE,small_airport,Fera Island,yes,SB-IS,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8465,PAAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ,medium_airport,Palmer,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8466,LBBG,Burgas Airport,BOJ,large_airport,Burgas,yes,BG-02,BG,Y,2,2-3,Mixed,BOTH,HIGH
8467,YCNK,Cessnock Airport,CES,small_airport,Unknown,no,AU-NSW,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8468,LROD,Oradea International Airport,OMR,large_airport,Oradea,yes,RO-BH,RO,Y,1,1,NDB Family,BOTH,HIGH
8469,DBBB,Cotonou Cadjehoun International Airport,COO,large_airport,Cotonou,yes,BJ-AQ,BJ,Y,2,2-3,Mixed,TERMINAL,HIGH
8470,BSV,Besakoa Airport,BSV,small_airport,Besakoa,no,MG-M,MG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8471,UUBK,Staroselye Airport,RYB,medium_airport,Rybinsk,yes,RU-YAR,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8472,SLJO,San Joaquín Airport,SJB,small_airport,San Joaquín,no,BO-B,BO,Y,1,1,NDB Family,LO,MEDIUM
8473,ZNC,Nyac Airport,ZNC,small_airport,Nyac,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8474,RJCK,Kushiro Airport,KUH,medium_airport,Kushiro,yes,JP-01,JP,Y,3,2-3,Mixed,BOTH,HIGH
8475,FEGL,Gordil Airport,GDI,small_airport,Melle,no,CF-BB,CF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8476,TRPG,John A. Osborne Airport,MNI,large_airport,Gerald's Park,yes,MS-SP,MS,Y,1,1,NDB Family,LO,LOW
8477,AZB,Amazon Bay Airport,AZB,small_airport,Unknown,no,PG-CPM,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8478,CJL8,Kasba Lake Airport,YDU,small_airport,Kasba Lake,no,CA-NT,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
8479,MUBY,Carlos Manuel de Cespedes Airport,BYM,medium_airport,Bayamo,yes,CU-12,CU,Y,1,1,NDB Family,BOTH,MEDIUM
