airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
KAZO,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBAB,Y,1,1,Radio Nav,BOTH,MEDIUM
KBAD,Y,3,2-3,Radio Nav,BOTH,HIGH
KBAF,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBAK,Y,1,1,NDB Family,TERMINAL,LOW
KBDE,Y,1,1,Radio Nav,LO,MEDIUM
KBDL,Y,2,2-3,Mixed,TERMINAL,LOW
KBDR,Y,1,1,Radio Nav,LO,MEDIUM
KBED,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KBEH,Y,1,1,NDB Family,TERMINAL,LOW
KBFD,Y,1,1,Radio Nav,LO,MEDIUM
KBFF,Y,3,2-3,Mixed,TERMINAL,HIGH
KBFI,Y,1,1,NDB Family,TERMINAL,MEDIUM
KBFL,Y,1,1,NDB Family,TERMINAL,LOW
KBGE,Y,1,1,NDB Family,TERMINAL,LOW
KBGM,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBGR,Y,2,2-3,Mixed,TERMINAL,HIGH
KBHM,Y,3,2-3,Mixed,TERMINAL,HIGH
KBIF,Y,1,1,Radio Nav,BOTH,MEDIUM
KBIJ,Y,1,1,NDB Family,LO,LOW
KBIL,Y,2,2-3,Mixed,TERMINAL,HIGH
KBIS,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBIX,Y,1,1,Radio Nav,BOTH,LOW
KBKE,Y,1,1,Radio Nav,RNAV,HIGH
KBKF,Y,1,1,Radio Nav,BOTH,MEDIUM
KBKL,Y,2,2-3,NDB Family,TERMINAL,LOW
KBKW,Y,1,1,Radio Nav,BOTH,MEDIUM
KBLI,Y,2,2-3,Mixed,TERMINAL,HIGH
KBLV,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KBMG,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBMI,Y,2,2-3,Mixed,LO,MEDIUM
KBNA,Y,3,2-3,Mixed,TERMINAL,HIGH
KBOI,Y,1,1,NDB Family,TERMINAL,MEDIUM
KBOS,Y,4,4+,Mixed,TERMINAL,HIGH
KBPT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBQK,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBRL,Y,1,1,NDB Family,TERMINAL,LOW
KBRO,Y,2,2-3,Mixed,TERMINAL,HIGH
KBTL,Y,2,2-3,Mixed,TERMINAL,LOW
KBTM,Y,2,2-3,Radio Nav,LO,HIGH
KBTR,Y,2,2-3,Mixed,TERMINAL,HIGH
KBTV,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KBUF,Y,3,2-3,Mixed,TERMINAL,HIGH
KBVX,Y,1,1,NDB Family,TERMINAL,LOW
KBVY,Y,1,1,NDB Family,TERMINAL,LOW
KBWG,Y,2,2-3,Mixed,TERMINAL,HIGH
KBWI,Y,2,2-3,Mixed,BOTH,MEDIUM
KBXM,Y,1,1,Radio Nav,BOTH,LOW
KBYH,Y,1,1,Radio Nav,LO,MEDIUM
KBYI,Y,1,1,Radio Nav,BOTH,MEDIUM
KBYS,Y,1,1,Radio Nav,BOTH,MEDIUM
KBZN,Y,2,2-3,Mixed,TERMINAL,HIGH
KCAE,Y,1,1,NDB Family,TERMINAL,LOW
KCAR,Y,1,1,Radio Nav,BOTH,HIGH
KCBM,Y,2,2-3,Radio Nav,TERMINAL,MEDIUM
KCDC,Y,2,2-3,Mixed,BOTH,HIGH
KCEC,Y,1,1,Radio Nav,BOTH,MEDIUM
KCEF,Y,1,1,Radio Nav,TERMINAL,MEDIUM
KCEW,Y,1,1,NDB Family,TERMINAL,LOW
KCGF,Y,2,2-3,Mixed,BOTH,HIGH
KCGI,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCHA,Y,1,1,NDB Family,TERMINAL,MEDIUM
KCHO,Y,1,1,NDB Family,TERMINAL,LOW
KCHS,Y,2,2-3,Mixed,BOTH,HIGH
KCID,Y,2,2-3,Mixed,TERMINAL,HIGH
KCIU,Y,2,2-3,Mixed,TERMINAL,HIGH
KCKB,Y,1,1,Radio Nav,LO,MEDIUM
KCKF,Y,1,1,NDB Family,TERMINAL,LOW
KCLE,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KCLL,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCLM,Y,1,1,NDB Family,LO,LOW
KCLT,Y,3,2-3,Mixed,LO,MEDIUM
KCMD,Y,1,1,NDB Family,TERMINAL,LOW
KCMH,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KCMI,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCMX,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCNM,Y,2,2-3,Mixed,LO,MEDIUM
KCNW,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KCOF,Y,1,1,Radio Nav,BOTH,LOW
KCOS,Y,1,1,NDB Family,LO,LOW
KCOU,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCPR,Y,2,2-3,Mixed,TERMINAL,HIGH
KCRS,Y,1,1,Radio Nav,BOTH,MEDIUM
KCRW,Y,1,1,Radio Nav,BOTH,HIGH
KCSG,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KCSV,Y,1,1,Radio Nav,LO,MEDIUM
KCTB,Y,1,1,Radio Nav,LO,MEDIUM
KCVG,Y,1,1,NDB Family,TERMINAL,LOW
KCVO,Y,2,2-3,Mixed,BOTH,HIGH
KCVS,Y,1,1,Radio Nav,BOTH,MEDIUM
KCXO,Y,1,1,NDB Family,TERMINAL,LOW
KCYS,Y,2,2-3,Mixed,TERMINAL,HIGH
KDAA,Y,1,1,NDB Family,TERMINAL,LOW
KDAB,Y,1,1,NDB Family,LO,LOW
KDAL,Y,1,1,NDB Family,TERMINAL,LOW
KDAN,Y,1,1,Radio Nav,LO,MEDIUM
KDBQ,Y,2,2-3,Mixed,TERMINAL,HIGH
KDCA,Y,3,2-3,Mixed,LO,MEDIUM
KDDC,Y,1,1,Radio Nav,LO,MEDIUM
KDEC,Y,2,2-3,Mixed,BOTH,HIGH
KDEN,Y,1,1,Radio Nav,BOTH,HIGH
KDET,Y,3,2-3,Mixed,TERMINAL,HIGH
KDFW,Y,1,1,NDB Family,TERMINAL,MEDIUM
KDIK,Y,2,2-3,Mixed,TERMINAL,HIGH
KDLF,Y,1,1,Radio Nav,LO,HIGH
KDLH,Y,3,2-3,Mixed,BOTH,HIGH
KDMA,Y,1,1,Radio Nav,BOTH,MEDIUM
KDMN,Y,1,1,Radio Nav,BOTH,MEDIUM
KDOV,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KDPG,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KDQH,Y,1,1,NDB Family,TERMINAL,LOW
KDRI,Y,1,1,NDB Family,TERMINAL,LOW
KDRT,Y,1,1,NDB Family,LO,LOW
KDSM,Y,2,2-3,Mixed,TERMINAL,HIGH
KDTN,Y,1,1,Radio Nav,TERMINAL,LOW
KDTW,Y,3,2-3,Mixed,TERMINAL,HIGH
KDUG,Y,1,1,Radio Nav,LO,MEDIUM
KDYR,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KDYS,Y,3,2-3,Radio Nav,BOTH,HIGH
KDZB,Y,1,1,NDB Family,TERMINAL,LOW
KEAU,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KECG,Y,2,2-3,Mixed,BOTH,MEDIUM
KEDW,Y,1,1,Radio Nav,BOTH,MEDIUM
KEEN,Y,1,1,Radio Nav,LO,MEDIUM
KEGE,Y,1,1,Radio Nav,LO,MEDIUM
KEKN,Y,2,2-3,Mixed,LO,MEDIUM
KEKO,Y,1,1,Radio Nav,LO,MEDIUM
KELM,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KELO,Y,1,1,Radio Nav,LO,MEDIUM
KELP,Y,2,2-3,Mixed,TERMINAL,HIGH
KEND,Y,1,1,Radio Nav,TERMINAL,HIGH
KENW,Y,1,1,Radio Nav,TERMINAL,LOW
KERI,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KESF,Y,1,1,NDB Family,TERMINAL,LOW
KEUG,Y,2,2-3,Mixed,TERMINAL,HIGH
KEVV,Y,2,2-3,Mixed,TERMINAL,HIGH
KEWB,Y,1,1,NDB Family,TERMINAL,LOW
KEWN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KEWR,Y,2,2-3,NDB Family,TERMINAL,LOW
KEYW,Y,1,1,NDB Family,BOTH,MEDIUM
KFAR,Y,2,2-3,Mixed,TERMINAL,HIGH
KFAT,Y,1,1,Radio Nav,BOTH,HIGH
KFAY,Y,2,2-3,Mixed,LO,MEDIUM
KFBG,Y,1,1,NDB Family,TERMINAL,LOW
KFCM,Y,1,1,Radio Nav,LO,MEDIUM
KFCS,Y,2,2-3,Mixed,LO,LOW
KFFC,Y,1,1,NDB Family,TERMINAL,LOW
KFFO,Y,1,1,Radio Nav,BOTH,LOW
KFHU,Y,3,2-3,Mixed,TERMINAL,LOW
KFLG,Y,2,2-3,Mixed,BOTH,MEDIUM
KFLL,Y,2,2-3,Mixed,BOTH,HIGH
KFLO,Y,1,1,NDB Family,TERMINAL,LOW
KFLV,Y,2,2-3,Mixed,BOTH,HIGH
KFME,Y,1,1,NDB Family,LO,LOW
KFMN,Y,1,1,Radio Nav,BOTH,HIGH
KFNT,Y,2,2-3,Mixed,TERMINAL,HIGH
KFOD,Y,2,2-3,Mixed,TERMINAL,HIGH
KFOE,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KFPR,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KFRG,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KFRI,Y,2,2-3,Mixed,TERMINAL,LOW
KFSD,Y,2,2-3,Mixed,TERMINAL,HIGH
KFSI,Y,3,2-3,Mixed,LO,MEDIUM
KFSM,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KFST,Y,1,1,Radio Nav,BOTH,HIGH
KFTK,Y,3,2-3,Mixed,LO,MEDIUM
KFTW,Y,1,1,NDB Family,TERMINAL,MEDIUM
KFTY,Y,1,1,NDB Family,TERMINAL,LOW
KFVE,Y,1,1,NDB Family,TERMINAL,LOW
KFWA,Y,2,2-3,Mixed,TERMINAL,HIGH
KFYV,Y,1,1,Radio Nav,LO,LOW
KGCK,Y,2,2-3,Mixed,TERMINAL,HIGH
KGCN,Y,1,1,Radio Nav,LO,MEDIUM
KGEG,Y,1,1,NDB Family,TERMINAL,MEDIUM
KGFA,Y,1,1,Radio Nav,BOTH,MEDIUM
KGFK,Y,2,2-3,Mixed,TERMINAL,HIGH
KGFL,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KGGG,Y,1,1,NDB Family,TERMINAL,MEDIUM
KGGW,Y,2,2-3,Mixed,BOTH,HIGH
KGJT,Y,1,1,Radio Nav,BOTH,HIGH
KGLS,Y,3,2-3,Mixed,BOTH,HIGH
KGLY,Y,1,1,NDB Family,TERMINAL,LOW
KGNV,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KGON,Y,1,1,Radio Nav,LO,LOW
KGPT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KGRB,Y,3,2-3,Mixed,TERMINAL,HIGH
KGRF,Y,2,2-3,NDB Family,LO,LOW
KGRI,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KGRK,Y,2,2-3,Mixed,TERMINAL,LOW
KGRR,Y,1,1,NDB Family,TERMINAL,LOW
KGSB,Y,1,1,Radio Nav,BOTH,MEDIUM
KGSO,Y,3,2-3,Mixed,BOTH,HIGH
KGSP,Y,1,1,NDB Family,LO,LOW
KGTB,Y,2,2-3,Mixed,BOTH,MEDIUM
KGTF,Y,2,2-3,Mixed,BOTH,HIGH
KGUP,Y,1,1,Radio Nav,BOTH,HIGH
KGUS,Y,1,1,Radio Nav,BOTH,LOW
KGVE,Y,1,1,Radio Nav,BOTH,HIGH
KGWO,Y,2,2-3,Mixed,TERMINAL,HIGH
KGXY,Y,1,1,NDB Family,TERMINAL,LOW
KGYY,Y,1,1,NDB Family,TERMINAL,LOW
KH-0003,Y,2,2-3,Mixed,BOTH,HIGH
KHFD,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHGR,Y,1,1,Radio Nav,LO,MEDIUM
KHIB,Y,1,1,Radio Nav,LO,MEDIUM
KHIF,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KHKY,Y,2,2-3,Mixed,LO,MEDIUM
KHLN,Y,3,2-3,Mixed,TERMINAL,HIGH
KHLR,Y,2,2-3,NDB Family,TERMINAL,LOW
KHMN,Y,1,1,Radio Nav,BOTH,MEDIUM
KHON,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHOP,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHOT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHOU,Y,1,1,Radio Nav,BOTH,HIGH
KHPN,Y,1,1,NDB Family,TERMINAL,LOW
KHQM,Y,2,2-3,Mixed,TERMINAL,HIGH
KHRL,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHRO,Y,1,1,Radio Nav,LO,MEDIUM
KHRT,Y,1,1,Radio Nav,BOTH,LOW
KHST,Y,1,1,Radio Nav,BOTH,MEDIUM
KHSV,Y,1,1,NDB Family,TERMINAL,LOW
KHTS,Y,1,1,NDB Family,TERMINAL,LOW
KHUA,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHUF,Y,2,2-3,Mixed,TERMINAL,HIGH
KHUT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KHVN,Y,1,1,Radio Nav,TERMINAL,LOW
KHVR,Y,2,2-3,Mixed,LO,MEDIUM
KHYA,Y,1,1,NDB Family,TERMINAL,LOW
KIAB,Y,1,1,Radio Nav,BOTH,MEDIUM
KIAD,Y,2,2-3,Mixed,BOTH,MEDIUM
KIAG,Y,2,2-3,Mixed,TERMINAL,LOW
KIAH,Y,1,1,NDB Family,TERMINAL,LOW
KICT,Y,2,2-3,Mixed,TERMINAL,HIGH
KIDA,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KIKK,Y,2,2-3,Radio Nav,LO,MEDIUM
KILG,Y,2,2-3,Mixed,BOTH,MEDIUM
KILM,Y,3,2-3,Mixed,BOTH,HIGH
KIND,Y,1,1,NDB Family,TERMINAL,LOW
KINK,Y,1,1,Radio Nav,BOTH,HIGH
KINL,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KINT,Y,1,1,NDB Family,TERMINAL,LOW
KIPT,Y,2,2-3,Mixed,BOTH,MEDIUM
KIRK,Y,1,1,Radio Nav,BOTH,HIGH
KISP,Y,1,1,NDB Family,TERMINAL,LOW
KIWA,Y,1,1,Radio Nav,LO,MEDIUM
KJAC,Y,1,1,Radio Nav,LO,MEDIUM
KJAN,Y,2,2-3,Mixed,LO,HIGH
KJAX,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KJBR,Y,1,1,Radio Nav,TERMINAL,LOW
KJFK,Y,2,2-3,Radio Nav,TERMINAL,HIGH
KJLN,Y,2,2-3,Mixed,BOTH,HIGH
KJMS,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KJST,Y,1,1,Radio Nav,BOTH,MEDIUM
KJXN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KLAF,Y,2,2-3,Mixed,BOTH,HIGH
KLAL,Y,2,2-3,Mixed,TERMINAL,HIGH
KLAN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KLAR,Y,1,1,Radio Nav,BOTH,MEDIUM
KLAS,Y,1,1,Radio Nav,BOTH,HIGH
KLAX,Y,2,2-3,Mixed,BOTH,HIGH
KLBB,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KLBE,Y,1,1,NDB Family,TERMINAL,LOW
KLBF,Y,1,1,Radio Nav,BOTH,MEDIUM
KLBL,Y,2,2-3,Mixed,TERMINAL,HIGH
KLBO,Y,1,1,NDB Family,LO,LOW
KLCH,Y,2,2-3,Mixed,TERMINAL,HIGH
KLCK,Y,3,2-3,Mixed,BOTH,HIGH
KLEB,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KLEX,Y,2,2-3,Mixed,BOTH,MEDIUM
KLFI,Y,1,1,Radio Nav,BOTH,MEDIUM
KLFK,Y,1,1,NDB Family,TERMINAL,LOW
KLFT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KLGA,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KLIT,Y,1,1,NDB Family,TERMINAL,MEDIUM
KLMT,Y,2,2-3,Mixed,LO,HIGH
KLNK,Y,1,1,NDB Family,TERMINAL,LOW
KLNS,Y,1,1,Radio Nav,BOTH,MEDIUM
KLOU,Y,3,2-3,Mixed,TERMINAL,HIGH
KLOZ,Y,1,1,Radio Nav,LO,MEDIUM
KLRD,Y,1,1,NDB Family,TERMINAL,LOW
KLRF,Y,2,2-3,Mixed,BOTH,LOW
KLRU,Y,1,1,NDB Family,TERMINAL,LOW
KLSE,Y,2,2-3,Mixed,TERMINAL,LOW
KLSF,Y,2,2-3,Mixed,TERMINAL,LOW
KLSV,Y,1,1,Radio Nav,BOTH,MEDIUM
KLTS,Y,1,1,Radio Nav,LO,MEDIUM
KLUF,Y,1,1,Radio Nav,BOTH,MEDIUM
KLUK,Y,3,2-3,Mixed,LO,MEDIUM
KLVM,Y,1,1,Radio Nav,LO,MEDIUM
KLWM,Y,1,1,NDB Family,TERMINAL,MEDIUM
KLWT,Y,1,1,Radio Nav,BOTH,HIGH
KLYH,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KM-0001,Y,1,1,NDB Family,BOTH,HIGH
KMAF,Y,2,2-3,Mixed,LO,MEDIUM
KMBS,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KMCB,Y,2,2-3,Mixed,LO,HIGH
KMCC,Y,1,1,Radio Nav,TERMINAL,LOW
KMCF,Y,1,1,Radio Nav,BOTH,MEDIUM
KMCI,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KMCN,Y,2,2-3,Mixed,TERMINAL,HIGH
KMDH,Y,1,1,NDB Family,TERMINAL,LOW
KMDT,Y,2,2-3,Mixed,BOTH,MEDIUM
KMDW,Y,2,2-3,NDB Family,TERMINAL,LOW
KMEI,Y,2,2-3,Mixed,TERMINAL,HIGH
KMEM,Y,2,2-3,Mixed,TERMINAL,HIGH
KMFD,Y,1,1,NDB Family,TERMINAL,LOW
KMFE,Y,2,2-3,Mixed,TERMINAL,HIGH
KMFR,Y,2,2-3,NDB Family,LO,LOW
KMGE,Y,1,1,Radio Nav,BOTH,LOW
KMGM,Y,1,1,NDB Family,TERMINAL,LOW
KMHK,Y,2,2-3,Mixed,LO,MEDIUM
KMIA,Y,2,2-3,Mixed,BOTH,HIGH
KMIB,Y,1,1,Radio Nav,BOTH,HIGH
KMIE,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KMIV,Y,1,1,NDB Family,TERMINAL,MEDIUM
KMJD,Y,1,1,NDB Family,LO,LOW
KMKC,Y,2,2-3,Mixed,TERMINAL,LOW
KMKE,Y,3,2-3,NDB Family,TERMINAL,LOW
KMKG,Y,2,2-3,Mixed,LO,MEDIUM
KMKL,Y,2,2-3,Mixed,TERMINAL,LOW
KMLB,Y,2,2-3,Mixed,LO,MEDIUM
KMLC,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KMLI,Y,1,1,NDB Family,LO,LOW
KMLS,Y,2,2-3,Mixed,TERMINAL,HIGH
KMLU,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KMMU,Y,2,2-3,NDB Family,TERMINAL,LOW
KMMV,Y,1,1,NDB Family,TERMINAL,MEDIUM
KMOB,Y,2,2-3,Mixed,LO,HIGH
KMOD,Y,2,2-3,Mixed,TERMINAL,HIGH
KMOT,Y,1,1,Radio Nav,BOTH,HIGH
KMQI,Y,2,2-3,Mixed,LO,LOW
KMQY,Y,1,1,NDB Family,TERMINAL,LOW
KMRB,Y,1,1,Radio Nav,BOTH,MEDIUM
KMRY,Y,1,1,NDB Family,LO,LOW
KMSL,Y,1,1,Radio Nav,LO,MEDIUM
KMSN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KMSO,Y,2,2-3,Mixed,LO,MEDIUM
KMSP,Y,3,2-3,Mixed,TERMINAL,HIGH
KMSS,Y,1,1,NDB Family,LO,LOW
KMSY,Y,1,1,NDB Family,TERMINAL,MEDIUM
KMTC,Y,1,1,Radio Nav,BOTH,MEDIUM
KMTN,Y,1,1,NDB Family,TERMINAL,LOW
KMUI,Y,1,1,NDB Family,TERMINAL,LOW
KMUO,Y,2,2-3,Radio Nav,LO,MEDIUM
KMXF,Y,1,1,Radio Nav,BOTH,MEDIUM
KMYV,Y,2,2-3,Mixed,LO,LOW
KNBC,Y,1,1,Radio Nav,BOTH,MEDIUM
KNBG,Y,1,1,Radio Nav,BOTH,MEDIUM
KNCA,Y,1,1,Radio Nav,BOTH,MEDIUM
KNEL,Y,4,4+,Mixed,BOTH,HIGH
KNFG,Y,2,2-3,Radio Nav,BOTH,HIGH
KNFL,Y,2,2-3,Radio Nav,LO,HIGH
KNGP,Y,2,2-3,Radio Nav,BOTH,HIGH
KNGU,Y,1,1,Radio Nav,BOTH,MEDIUM
KNHK,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KNIP,Y,1,1,Radio Nav,BOTH,MEDIUM
KNJK,Y,2,2-3,Radio Nav,BOTH,HIGH
KNJM,Y,1,1,Radio Nav,BOTH,LOW
KNKT,Y,1,1,Radio Nav,BOTH,MEDIUM
KNKX,Y,1,1,Radio Nav,BOTH,MEDIUM
KNMM,Y,1,1,Radio Nav,BOTH,MEDIUM
KNPA,Y,1,1,Radio Nav,BOTH,MEDIUM
KNQI,Y,1,1,Radio Nav,BOTH,HIGH
KNQX,Y,2,2-3,Radio Nav,BOTH,HIGH
KNTD,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KNTU,Y,1,1,Radio Nav,BOTH,MEDIUM
KNUQ,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KNZY,Y,1,1,Radio Nav,BOTH,MEDIUM
KOAK,Y,1,1,Radio Nav,BOTH,HIGH
KOFF,Y,1,1,Radio Nav,BOTH,MEDIUM
KOKC,Y,1,1,NDB Family,TERMINAL,LOW
KOLD,Y,1,1,NDB Family,TERMINAL,LOW
KOLM,Y,1,1,Radio Nav,BOTH,HIGH
KOLS,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KOLU,Y,2,2-3,Mixed,LO,MEDIUM
KOMA,Y,4,4+,NDB Family,TERMINAL,LOW
KONT,Y,1,1,NDB Family,TERMINAL,LOW
KORD,Y,6,4+,Mixed,TERMINAL,MEDIUM
KORF,Y,2,2-3,Mixed,TERMINAL,HIGH
KORH,Y,2,2-3,NDB Family,TERMINAL,LOW
KOSH,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KOSU,Y,2,2-3,NDB Family,TERMINAL,LOW
KOTH,Y,2,2-3,Mixed,LO,MEDIUM
KOTM,Y,1,1,Radio Nav,LO,MEDIUM
KOWB,Y,2,2-3,Mixed,TERMINAL,LOW
KOZR,Y,3,2-3,Mixed,LO,MEDIUM
KPAE,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KPAH,Y,2,2-3,Mixed,LO,MEDIUM
KPAM,Y,1,1,Radio Nav,BOTH,HIGH
KPBI,Y,2,2-3,Mixed,BOTH,HIGH
KPDK,Y,1,1,Radio Nav,TERMINAL,MEDIUM
KPDX,Y,2,2-3,Radio Nav,BOTH,HIGH
KPHF,Y,1,1,NDB Family,TERMINAL,LOW
KPHL,Y,1,1,NDB Family,TERMINAL,LOW
KPIA,Y,1,1,NDB Family,LO,LOW
KPIE,Y,2,2-3,Mixed,TERMINAL,LOW
KPIH,Y,2,2-3,Mixed,TERMINAL,HIGH
KPIR,Y,1,1,Radio Nav,LO,MEDIUM
KPIT,Y,1,1,Radio Nav,TERMINAL,MEDIUM
KPKB,Y,2,2-3,Mixed,LO,MEDIUM
KPMD,Y,1,1,Radio Nav,BOTH,HIGH
KPMU,Y,1,1,NDB Family,LO,LOW
KPNM,Y,1,1,NDB Family,TERMINAL,LOW
KPNS,Y,1,1,NDB Family,TERMINAL,LOW
KPOB,Y,2,2-3,Mixed,BOTH,MEDIUM
KPOE,Y,2,2-3,Mixed,LO,LOW
KPOU,Y,1,1,NDB Family,TERMINAL,LOW
KPPO,Y,1,1,NDB Family,LO,LOW
KPQI,Y,1,1,NDB Family,TERMINAL,LOW
KPRB,Y,1,1,Radio Nav,LO,MEDIUM
KPRC,Y,1,1,Radio Nav,BOTH,HIGH
KPRX,Y,1,1,Radio Nav,LO,MEDIUM
KPSM,Y,1,1,Radio Nav,LO,MEDIUM
KPSP,Y,1,1,Radio Nav,BOTH,MEDIUM
KPTB,Y,1,1,NDB Family,TERMINAL,LOW
KPTK,Y,1,1,Radio Nav,LO,MEDIUM
KPUB,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KPVD,Y,3,2-3,Mixed,TERMINAL,HIGH
KPWM,Y,1,1,NDB Family,TERMINAL,LOW
KPWT,Y,2,2-3,NDB Family,TERMINAL,LOW
KR-1080,Y,2,2-3,Mixed,BOTH,MEDIUM
KRAL,Y,1,1,Radio Nav,TERMINAL,LOW
KRAP,Y,1,1,NDB Family,TERMINAL,MEDIUM
KRBL,Y,2,2-3,Mixed,LO,HIGH
KRCA,Y,2,2-3,Radio Nav,BOTH,HIGH
KRDD,Y,2,2-3,Mixed,TERMINAL,LOW
KRDG,Y,1,1,NDB Family,TERMINAL,LOW
KRDM,Y,1,1,NDB Family,LO,MEDIUM
KRDR,Y,1,1,Radio Nav,BOTH,HIGH
KRDU,Y,1,1,Radio Nav,BOTH,HIGH
KRFD,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KRHI,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KRIC,Y,1,1,Radio Nav,BOTH,HIGH
KRIU,Y,1,1,Radio Nav,BOTH,HIGH
KRIV,Y,2,2-3,Radio Nav,LO,MEDIUM
KRKS,Y,2,2-3,Mixed,TERMINAL,HIGH
KRMG,Y,1,1,NDB Family,TERMINAL,LOW
KRND,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KRNO,Y,1,1,Radio Nav,BOTH,HIGH
KRNT,Y,1,1,NDB Family,LO,LOW
KRNV,Y,1,1,NDB Family,TERMINAL,LOW
KROA,Y,4,4+,Mixed,TERMINAL,MEDIUM
KROC,Y,3,2-3,Mixed,TERMINAL,HIGH
KRST,Y,1,1,NDB Family,TERMINAL,LOW
KRSW,Y,1,1,NDB Family,TERMINAL,LOW
KRUT,Y,2,2-3,Mixed,TERMINAL,LOW
KRWI,Y,1,1,Radio Nav,BOTH,MEDIUM
KSAC,Y,2,2-3,Mixed,TERMINAL,HIGH
KSAN,Y,1,1,NDB Family,TERMINAL,LOW
KSAT,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KSAV,Y,2,2-3,Mixed,TERMINAL,HIGH
KSAW,Y,2,2-3,Mixed,BOTH,HIGH
KSBA,Y,2,2-3,Radio Nav,LO,HIGH
KSBN,Y,1,1,NDB Family,TERMINAL,LOW
KSBS,Y,1,1,Radio Nav,LO,MEDIUM
KSBY,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KSCH,Y,1,1,NDB Family,TERMINAL,LOW
KSCK,Y,2,2-3,Mixed,BOTH,HIGH
KSDM,Y,1,1,Radio Nav,LO,MEDIUM
KSEA,Y,3,2-3,Mixed,LO,HIGH
KSFB,Y,1,1,NDB Family,TERMINAL,LOW
KSFF,Y,1,1,NDB Family,TERMINAL,LOW
KSFO,Y,2,2-3,Mixed,TERMINAL,MEDIUM
